address,is_fraud,balance,tx_count,avg_tx_value,active_days,first_seen
bc1q000044,0,2.959167785160581,6,2.3370574129132136,67,1702596885
bc1q000045,0,0.14437239172903146,4,0.6472351105282199,289,1694647720
bc1q000046,0,2.9570342294096577,8,0.7464156859480339,104,1705345868
bc1q000047,0,100.89795901931146,4,1.6865920431892991,141,1698440110
bc1q000048,0,0.8980961749781328,1,5.473351779600864,203,1626332603
bc1q000049,0,109.28192024345405,7,24.705336484764246,290,1609893745
bc1q00004a,0,0.0003861690572352325,7,4.053259937394526,306,1701027221
bc1q00004b,0,11.77180791495248,5,4.633804774736827,137,1642291587
bc1q00004c,1,2.5968219884874055,15,6.246489046557245,263,1659711019
bc1q00004d,1,0.8155644156949603,24,19.17400360898148,106,1641884456
bc1q00004e,0,1.3169024229302841,6,26.83227994809247,130,1669397758
bc1q00004f,0,0.002572938253577759,5,0.46119655920419456,261,1675298769
bc1q000050,0,0.5173603405943747,4,4.203218664621046,113,1692197625
bc1q000051,0,2.919282055180302,7,86.03963263547907,322,1678168997
bc1q000052,0,84.24103332777486,3,0.5314001797282866,116,1622268304
bc1q000053,1,0.4224587482368394,16,8.573069023226596,138,1623517144
bc1q000054,0,0.08843558821991405,7,5.2504405764506625,161,1700927148
bc1q000055,1,0.44391421255095165,17,2.378925273942994,108,1653384939
bc1q000056,0,15.583401682600886,6,177.96115605840868,248,1708227117
bc1q000057,0,2.681170167733537,4,7.953973520782367,134,1645499271
bc1q000058,0,0.20407236629516526,5,151.75845482728758,14,1642087644
bc1q000059,0,4.663668169566273,5,7.47268528527247,78,1652583566
bc1q00005a,0,1.3380758484701227,6,18.550778923099664,271,1708439272
bc1q00005b,1,36.564658244473435,20,2.3292748178196203,225,1700183968
bc1q00005c,0,0.1217045026615908,5,2.381695548576975,121,1708631817
bc1q00005d,0,0.37419192685262515,6,16.754972175136132,223,1634762429
bc1q00005e,0,0.30841023223301844,6,17.381299993188456,209,1661428406
bc1q00005f,0,0.0123939745928945,6,24.433964038110247,240,1626760505
bc1q000060,0,2.4311413323832323,8,15.695225752464664,21,1694068580
bc1q000061,0,2.188389349809958,4,0.5102564410713215,285,1684300990
bc1q000062,0,1.0154586373837602,3,1.472943303987604,329,1611662986
bc1q000063,0,0.49472095624407125,5,40.44268442128108,93,1683413026
bc1q000064,1,0.028639595929636486,16,0.1470576296188738,255,1638472696
bc1q000065,0,0.28310541251839877,7,13.266134145247669,162,1628232673
bc1q000066,0,0.35767034186765023,4,5.907600852417231,303,1646699359
bc1q000067,0,0.09010029793443182,6,40.41349383210268,252,1685890179
bc1q000068,0,0.6164012577889983,6,17.000493484612424,265,1629423176
bc1q000069,0,3.360711039358223,6,1.958226938448004,188,1696736930
bc1q00006a,0,286.7347876341698,6,1.7883616535722653,112,1684669733
bc1q00006b,0,1.6883191336030448,4,2.5971976946067463,30,1653745374
bc1q00006c,0,2.1654997628685573,11,23.57356824465579,273,1664761293
bc1q00006d,0,0.7998446582964222,6,0.07394546927516091,315,1637492408
bc1q00006e,0,0.0031627491485004293,5,10.122481979839748,168,1709450846
bc1q00006f,0,0.9235395755890198,5,1.2635570833123173,96,1704277280
bc1q000070,0,1.198044482721346,8,10.82296857331681,135,1667273363
bc1q000071,0,1619.2629206833926,4,14.716886456204028,38,1645290302
bc1q000072,0,0.5615340338048344,7,0.26589516461943824,288,1656742029
bc1q000073,1,4.942094393073599,16,4.693915736743463,69,1698681965
bc1q000074,0,0.9011033616728324,5,10.085923245287004,234,1693094560
bc1q000075,0,0.0300157176498126,5,8.810112333521602,67,1673979452
bc1q000076,0,30.829389622819342,5,5.786907820631801,56,1610490204
bc1q000077,0,9.542915989764122,9,0.6428942449177005,276,1662320199
bc1q000078,0,10.730561027206887,6,0.8717469768924399,192,1622010804
bc1q000079,0,0.06533924914480352,9,0.46949640121465547,120,1702024818
bc1q00007a,0,67.24770777751317,6,22.378286625838225,11,1659778542
bc1q00007b,0,0.014912534346230084,8,5.8641545290055985,146,1697151693
bc1q00007c,0,5.815758880440652,9,6.662491551439753,14,1669473101
bc1q00007d,1,1428.6911979760994,27,0.24390246000499455,34,1614652209
bc1q00007e,0,0.05122083093951351,5,6.90878925087753,204,1682889102
bc1q00007f,1,0.3657716643189562,24,26.239716081835894,86,1706441747
bc1q000080,0,1.3484477219139985,5,0.18568953823059545,154,1697604699
bc1q000081,1,0.44163135569818174,22,2.532450680978134,170,1644721219
bc1q000082,0,0.009542590464726696,7,0.3195957819471649,167,1690329734
bc1q000083,1,2.4567420566463745,24,3.188134184507742,185,1693205569
bc1q000084,0,0.0412992416496238,5,1.2189821470943787,306,1617626440
bc1q000085,0,4.140337440594056,3,15.828587922352478,113,1680968342
bc1q000086,0,0.06340118653180335,9,10.36546001891061,144,1640961675
bc1q000087,1,209.1288137021772,21,97.80823845440665,318,1696333718
bc1q000088,0,0.0953920652937253,3,6.631588056604196,354,1610794985
bc1q000089,0,0.38053217380078974,6,14.541048838607155,211,1695337866
bc1q00008a,1,22.95874323195313,25,2.421979150477474,191,1623714176
bc1q00008b,0,0.024907334782709123,8,0.8137278524694365,286,1657173708
bc1q00008c,1,3.9571615358285994,21,39.23326050778343,182,1642204966
bc1q00008d,0,50.47248129212111,8,88.81096366688521,155,1615458462
bc1q00008e,0,0.008047050085765858,7,30.304960090561337,342,1619507592
bc1q00008f,0,1.740028644760406,6,9.606656525450058,192,1666208439
bc1q000090,0,2.180705357045962,6,1.0531786649006478,81,1688535934
bc1q000091,1,20.876326129730582,30,72.47606336434728,335,1612293178
bc1q000092,0,0.024456674059675946,8,23.5474758298974,332,1658475842
bc1q000093,0,0.019037018766791532,5,424.01007581273734,49,1693548767
bc1q000094,0,4.786620819708125,6,0.7342924470619113,304,1640749164
bc1q000095,0,2.4374539214716666,9,41.47674888906894,55,1643460738
bc1q000096,0,2.1201324243255866,6,22.15831918055824,336,1663514092
bc1q000097,0,2.8273634335857256,3,3.7282747737187205,67,1664713723
bc1q000098,1,0.26003813538215287,19,113.03186390307734,115,1623057087
bc1q000099,1,4.014481795890997,17,16.52195821110335,112,1678124741
bc1q00009a,0,2.4090137223373955,4,1.1345248660607736,159,1646602993
bc1q00009b,0,0.11729604344900385,9,5.831778229264506,107,1633508954
bc1q00009c,0,269.70358792079696,2,1.107696225245107,26,1650202899
bc1q00009d,0,4.143325651106787,6,2.894952111896699,110,1647913424
bc1q00009e,0,0.028045965449304985,4,30.194274100380948,66,1678977120
bc1q00009f,0,7.168244793020312,6,53.43938871616404,205,1673308112
bc1q0000a0,1,0.10743193119855424,15,11.50089280506431,101,1668881892
bc1q0000a1,0,10.604238834466917,3,1.6484743879346508,206,1630331676
bc1q0000a2,0,32.3232484321328,8,15.850750364169835,1,1675731208
bc1q0000a3,0,0.08526024832778004,3,31.39972942739925,224,1647528451
bc1q0000a4,0,17.9956198700805,5,0.1430982973977853,70,1613048557
bc1q0000a5,1,6.899782996799382,17,9.327411612549897,150,1692323879
bc1q0000a6,1,23.554753813646204,21,5.051172543669602,215,1612342198
bc1q0000a7,0,296.0057701730241,5,49.77050357285346,310,1708609932
bc1q0000a8,0,0.4789474726567863,6,15.98064543540449,142,1682845165
bc1q0000a9,0,0.10422445408576382,5,19.46666280797464,14,1667568456
bc1q0000aa,0,0.06935317930883131,5,2.818424574281206,199,1705340185
bc1q0000ab,0,0.08651557227934312,6,7.413505721659427,19,1641293552
bc1q0000ac,0,0.7934973106532192,8,48.78241695375538,315,1624013926
bc1q0000ad,1,5.565590590707655,23,6.489857243269069,150,1620848936
bc1q0000ae,0,2.293484777941863,7,10.478642221300088,262,1661582318
bc1q0000af,0,11.959784705021422,9,0.342352422658937,319,1692718377
bc1q0000b0,0,1.039776385023324,6,6.442521027073453,333,1629299071
bc1q0000b1,0,78.30427752644397,3,0.13212591147796257,74,1630643661
bc1q0000b2,0,0.45204637732419195,5,2.6319111657625176,351,1692115517
bc1q0000b3,0,3499.9623832218776,7,8.389921092208663,266,1627925729
bc1q0000b4,0,6.533887159553235,4,34.262846989751914,293,1648410878
bc1q0000b5,0,0.07642291683240889,4,1.0016815252768196,145,1667800316
bc1q0000b6,0,0.04024870320349356,6,15.601519087839153,133,1693744067
bc1q0000b7,0,4.2521181445237115,6,139.34972893612795,148,1620282014
bc1q0000b8,0,0.5115098912846365,7,2.0513790382404884,79,1697497838
bc1q0000b9,0,8.516466138103759,3,0.3348388715057063,309,1613948828
bc1q0000ba,0,4.135932734770984,7,13.192914617984291,215,1653244854
bc1q0000bb,0,0.8037341385197355,5,0.6811355050761683,33,1655222935
bc1q0000bc,0,0.07883634525881404,4,1.4362030395178402,194,1643226412
bc1q0000bd,0,0.010625041332542304,5,46.83701847949416,178,1635685000
bc1q0000be,0,0.2619648731382086,3,315.3863990544477,288,1658485697
bc1q0000bf,0,13.055328739735236,7,0.9986207194000768,335,1679788929
bc1q0000c0,0,1.9008121313328799,9,1.6907302225612266,201,1699037054
bc1q0000c1,0,0.023820318687982876,6,3.0656575307787417,3,1628944580
bc1q0000c2,0,1.6812587646910246,7,2.4704094174318314,53,1642045229
bc1q0000c3,0,3.1770469687947305,6,353.0412930688349,258,1677498629
bc1q0000c4,1,0.1410804296697873,18,2.5570758016379584,121,1652499963
bc1q0000c5,0,1.5859368699300154,7,3.4024513970101253,150,1648413310
bc1q0000c6,0,1.1908009588069621,5,187.23320891296274,153,1619085167
bc1q0000c7,0,0.032422232815789584,5,23.414432905942526,217,1674084487
bc1q0000c8,0,2.925197737739509,6,53.079907451623015,135,1613627935
bc1q0000c9,0,5.378199104011205,6,1.2065611082053784,256,1680115276
bc1q0000ca,0,25.768523546579537,5,2.5590616124306744,62,1629393090
bc1q0000cb,0,23.603763180126627,5,0.9236364701225114,287,1612583624
bc1q0000cc,0,0.01603457254411833,8,36.69069174893694,63,1702368835
bc1q0000cd,0,0.05999613594530975,6,85.66860441202276,293,1618045467
bc1q0000ce,0,4.688467648282162,5,2.226545456370413,68,1628999224
bc1q0000cf,0,4.67092839980177,4,3.5662597381791468,225,1661104722
bc1q0000d0,0,4.688642331145222,10,3.8923763963905436,335,1683972201
bc1q0000d1,0,104630.92865700569,7,0.334724328288717,137,1676864250
bc1q0000d2,0,5.543752023489899,7,1.9200588651090762,46,1669836629
bc1q0000d3,0,30.16544067311806,5,34.69280891256017,95,1660805030
bc1q0000d4,0,17.496577501842314,8,1.2829511256570372,290,1708516683
bc1q0000d5,0,7.058084898823349,7,8.899220818389828,364,1709414326
bc1q0000d6,0,0.3883657479876904,7,0.5400800287971791,247,1615232925
bc1q0000d7,0,9.74649430098666,3,5.54002037052367,316,1695133097
bc1q0000d8,0,0.09842350380763433,7,2.394938832397543,292,1707413420
bc1q0000d9,0,0.49142014716191124,5,0.6418870229010598,214,1670766783
bc1q0000da,0,0.23314594607911623,8,35.90125281755359,256,1698421857
bc1q0000db,0,1.278416775439899,9,40.17539414995813,48,1677751873
bc1q0000dc,0,1036.8843724340968,7,1.0628166229857454,93,1673945582
bc1q0000dd,0,0.003691229872151804,4,4.79528465536286,6,1660051231
bc1q0000de,0,7.836408039302628,5,8.073905887696542,193,1610866407
bc1q0000df,0,0.007921714545486042,6,0.19602294225981842,103,1640530594
bc1q0000e0,0,0.24273241933254572,4,0.45194921900832047,74,1640168176
bc1q0000e1,0,26.228635997387986,6,96.79243812943616,74,1641724437
bc1q0000e2,0,1.2126888172667887,9,0.8778726047194088,113,1649727704
bc1q0000e3,0,0.03942976331443401,9,91.50249288026346,152,1651364014
bc1q0000e4,0,0.11696142168092173,6,0.5011612623425037,263,1637945740
bc1q0000e5,0,7.681334129134875,6,27.595578325218934,86,1658754028
bc1q0000e6,0,0.11179371960007592,9,3.9645556669225273,58,1663548587
bc1q0000e7,1,3.828690923383211,23,5.2512569221488095,149,1692890605
bc1q0000e8,0,1.146501944919227,5,302.4366478878965,214,1682608136
bc1q0000e9,1,0.2831852895311865,17,0.6014732187666415,300,1642252137
bc1q0000ea,0,621.3113145391261,8,24.278626430167208,281,1656272868
bc1q0000eb,0,6.697652333137699,5,22.353419946982704,95,1640047732
bc1q0000ec,0,0.002298662699897877,5,6058.071404525492,208,1683704420
bc1q0000ed,0,1.7495575795864535,6,0.8570477533023345,143,1699106036
bc1q0000ee,0,0.13733124917787104,4,2.1128345044023633,83,1642758429
bc1q0000ef,0,12.900937774055887,6,37.78244480747651,52,1674430291
bc1q0000f0,0,0.0927764711204734,5,4.950419307586067,17,1634727909
bc1q0000f1,0,0.7087805474568911,7,2.9267660800736053,218,1656233259
bc1q0000f2,0,4.549247510333345,6,50.15022378175434,228,1640149168
bc1q0000f3,0,13.42697284284303,6,4.335613520299634,292,1635969551
bc1q0000f4,0,0.027299436414349777,3,1.2414522444745517,201,1667498993
bc1q0000f5,0,0.3665927546088808,6,31.57672534578701,82,1652196984
bc1q0000f6,0,0.2405479258314004,4,15.651644886875118,128,1680974549
bc1q0000f7,1,0.28172030762255756,18,3.9523360485091015,80,1615230181
bc1q0000f8,0,199.60945267422235,6,3.594471470703913,189,1616363091
bc1q0000f9,0,3.370109151075281,5,1.185526275233701,156,1674617524
bc1q0000fa,0,0.02276224895202547,4,31.50649484805175,316,1669859560
bc1q0000fb,0,15.69882456632164,5,3.59586424954161,160,1709143937
bc1q0000fc,0,581.9989194053641,3,1.5845622605123897,242,1656758082
bc1q0000fd,0,22.1402181768921,7,0.564897864832983,314,1669134271
bc1q0000fe,1,0.020963704005925527,17,16.188623068750516,82,1661309319
bc1q0000ff,0,0.23393728354211427,4,2.6720181335884794,44,1630379774
bc1q000100,1,89.46796498865456,19,0.13194757056617792,162,1663435099
bc1q000101,0,0.11967106836352501,5,0.6659520691411672,221,1692483988
bc1q000102,0,3.786561246629014,7,4.631154220348263,149,1670632818
bc1q000103,0,10.215458990879828,7,4.898478614974348,124,1612564990
bc1q000104,0,0.061989428611919764,3,4.539947732213581,1,1655273824
bc1q000105,0,0.8364604264304992,3,3.436617754670558,183,1692050419
bc1q000106,0,5.984204680779991e-05,6,0.3860812476707275,208,1692205443
bc1q000107,0,0.04627456022853908,3,1.285185353227546,97,1664281839
bc1q000108,0,0.468741209856498,8,78.8505251079879,21,1654549876
bc1q000109,0,0.02367467077810478,5,58.70097013540777,355,1655558616
bc1q00010a,0,133.91883557785928,6,23.474238004331298,223,1670635837
bc1q00010b,1,0.027398227613419226,19,19.668241102278152,48,1672499295
bc1q00010c,1,0.5341993048862018,31,45.12840252971482,32,1623926859
bc1q00010d,0,1.4802658971244378,8,0.7853785289136441,288,1666940417
bc1q00010e,0,75.4763881191857,2,7.892056391331518,130,1702055406
bc1q00010f,0,0.013466011248433638,4,0.7862076770449807,278,1621260911
bc1q000110,0,32.76927230940335,5,0.8139723028587486,245,1616084340
bc1q000111,0,1.0311752622376227,10,15.427164367292981,52,1661961931
bc1q000112,0,0.05262700156866918,5,49.08241766324195,209,1662262509
bc1q000113,0,4.000064247195644,6,5.01433961683521,352,1680829780
bc1q000114,0,1.8169860042595876,7,199.9367095904963,230,1642724971
bc1q000115,0,0.16519137454158317,7,11.28606359164415,186,1625648292
bc1q000116,0,1.2329457871532752,4,1.5627216290582306,162,1679060022
bc1q000117,1,0.6295225462436256,17,0.8407532155507177,199,1699174161
bc1q000118,0,1.4057233859794236,6,56.61437727258799,279,1661656343
bc1q000119,0,7.2891870466174815,8,9.553601764254294,33,1612344848
bc1q00011a,0,116.518545413578,7,28.5625025044898,19,1705970639
bc1q00011b,0,0.024393306783122713,7,0.036300399912218874,121,1672245033
bc1q00011c,0,601.303695555023,5,12.053367345935479,69,1704980560
bc1q00011d,0,0.0028619175735274025,8,2.6550185009371305,293,1681058330
bc1q00011e,0,0.6342225980718593,5,0.4549721494822422,215,1692028411
bc1q00011f,0,5.841289746460739,9,6.518441503129096,123,1629230774
bc1q000120,0,2.323269830765326,6,65.603370047703,280,1663958976
bc1q000121,0,0.1544169975854889,6,687.0840119203493,54,1616401227
bc1q000122,0,0.5356004895885921,5,11.992780151081568,21,1656310855
bc1q000123,0,0.22786480100054726,6,1.7890894800572956,97,1673599943
bc1q000124,0,0.170657906874944,3,1.585650743769003,346,1680703563
bc1q000125,0,12.791824949475675,4,50.71718075650839,138,1619367843
bc1q000126,0,2.9184319187073706,8,1.0062713447446077,42,1691123439
bc1q000127,0,0.12508912624608978,6,25.6579831998752,246,1692049407
bc1q000128,0,14.861881202036026,7,13.294659057078155,28,1609573153
bc1q000129,0,2.5140589601802734,8,10.65684899699541,58,1642389763
bc1q00012a,1,22.913666823820204,15,0.32102471027610024,127,1694296074
bc1q00012b,0,6.612002286509729,8,3.618586918221922,263,1668220986
bc1q00012c,0,0.08316031461367825,6,0.3999900597870837,144,1684166857
bc1q00012d,0,0.18627277997873315,6,2.2784723520391226,93,1671344907
bc1q00012e,0,9.4110150340199,8,46.25998456016004,35,1686337136
bc1q00012f,1,12.481630168168856,19,86.67069367174382,92,1709027220
bc1q000130,0,0.9392207077247776,6,11.335022840300537,263,1681863569
bc1q000131,0,1.4218831427732264,1,2.361551870392893,14,1672142571
bc1q000132,0,46.200687889745346,8,177.0086612019241,315,1630225496
bc1q000133,0,0.16953190046988836,6,2.2997921113665476,318,1649767025
bc1q000134,0,5.161835036543024,6,0.7623321059848639,202,1646121792
bc1q000135,0,0.545213424002285,7,29.754070192700013,322,1703748263
bc1q000136,0,0.5204592887304712,9,18.45745003908937,278,1634275665
bc1q000137,0,27.013332919739,5,2.4963962156366333,144,1647246899
bc1q000138,0,11.896557195591788,7,9.029079815031503,355,1691789099
bc1q000139,0,11.479110530888248,5,17.891396909007156,299,1650358622
bc1q00013a,1,100.44231694988088,24,11.104580513852314,353,1703684669
bc1q00013b,0,1.0650391136280204,4,18.501982896389702,354,1678214379
bc1q00013c,0,7.735800071340955,5,2.6873895014797773,245,1634919753
bc1q00013d,0,0.3942380872691187,6,21.167989016067317,12,1629754358
bc1q00013e,0,2.644545078376309,5,7.653137352216231,71,1699021970
bc1q00013f,1,1.3535327380210764,23,2.8759382157526416,184,1647090170
bc1q000140,1,2.6754967807570686,19,4.518727716329662,104,1639430521
bc1q000141,0,5.962388025875512,3,6.0750871095911805,11,1643322490
bc1q000142,0,0.08589221783757685,6,0.4103451377029636,208,1686894994
bc1q000143,1,1064.5516542877392,23,2.068205880090004,225,1653919210
bc1q000144,0,0.04889636872314242,6,8.41327681426987,317,1631860726
bc1q000145,0,0.026185071037055273,7,0.49560201137162646,273,1625781534
bc1q000146,0,32.27628081900967,5,2.138602709672972,54,1708366005
bc1q000147,0,10.750885055069316,10,870.6934444452969,173,1673612898
bc1q000148,0,6.503623292146627,8,0.7721961123763093,247,1708879037
bc1q000149,0,6.586595031399767,3,3.4293549240449677,153,1647942029
bc1q00014a,1,1.927852833338868,24,1.3945411590756684,106,1625905969
bc1q00014b,0,0.06776136295060123,5,5.848937331999853,159,1688985402
bc1q00014c,0,1.2553490665425786,7,1.4479710689109404,106,1704877253
bc1q00014d,1,0.2622812299938811,17,4.542664587418306,193,1698429881
bc1q00014e,0,18.640920670898105,5,1.7557672303886318,295,1643867894
bc1q00014f,0,0.6432819595855678,6,60.9622995375529,276,1677168392
bc1q000150,0,0.08403754712903715,6,8.699574143496402,73,1631194168
bc1q000151,0,0.38130430381825914,4,0.994072324479803,43,1669269416
bc1q000152,0,3.4514497591770654,4,39.70960300214209,194,1662253338
bc1q000153,0,0.1843030881372166,8,1.0870490898117975,129,1610381881
bc1q000154,0,0.08486774404121143,4,0.3236280625060638,311,1668400464
bc1q000155,0,2.077284754579316,9,7.344230398232129,108,1698233315
bc1q000156,0,2.085272856939594,9,335.13346272485035,103,1627336515
bc1q000157,0,0.21853053495918545,6,0.19102933853585358,133,1613103801
bc1q000158,0,0.24338398032224956,6,0.5158311255473028,250,1623511319
bc1q000159,0,2.0060142878524116,4,33.28315211033611,270,1675099122
bc1q00015a,1,0.025962402533008525,25,2.0449169977547763,103,1629870415
bc1q00015b,0,0.014663537289400537,7,25.125848438185407,296,1687897661
bc1q00015c,0,0.11586464023451784,6,1.3840613525859864,238,1639129168
bc1q00015d,0,0.5271124080723647,5,9.815122954157774,108,1695300034
bc1q00015e,0,2.541419280418764,7,242.00245016906177,137,1611784949
bc1q00015f,0,83.602100957768,4,0.6776127671888099,298,1622717414
bc1q000160,1,26.209607713428067,18,57.255380484174026,289,1667395940
bc1q000161,0,0.6188975122414735,2,28.77231365273539,25,1694856052
bc1q000162,0,0.9445481408168703,7,0.3758788096912075,118,1670899714
bc1q000163,0,0.04941070914783698,2,22.59663604162353,230,1636554987
bc1q000164,1,1.8919494879695335,13,8.547272769390252,334,1676623410
bc1q000165,1,0.8412816836049989,19,8.865683343206726,256,1633797954
bc1q000166,0,2.633083732048106,5,14.483862996492118,9,1613945784
bc1q000167,0,0.08360158241538135,4,3.66661286620118,119,1674977171
bc1q000168,0,4.74950091843663,4,8.50111998608238,119,1701078316
bc1q000169,0,99.30706722956815,6,11.976002430688126,91,1699831173
bc1q00016a,0,0.7216027888906387,6,32.85539220631533,172,1646721952
bc1q00016b,0,3.3372101259179394,6,0.3484285585594905,211,1678640298
bc1q00016c,0,7.928247183874943,10,97.68732267786108,314,1611990449
bc1q00016d,0,0.30009343114647336,4,0.7330211773921007,116,1683355290
bc1q00016e,0,1.9586930614207434,4,33.89464130500467,288,1703491613
bc1q00016f,0,1.0384998317748053,7,8.661519755247097,22,1616180881
bc1q000170,0,1.3404807196636401,7,0.5698895632568715,349,1657246109
bc1q000171,1,0.19673804203183226,22,21.24859848201838,55,1681562346
bc1q000172,0,1.0763013878775962,8,1.1153705946917885,108,1612958681
bc1q000173,0,4.454856608392182,5,62.651718448738684,77,1636292959
bc1q000174,0,77.74473435164657,2,1.7830588116496544,61,1639660642
bc1q000175,0,17.77534666149665,8,0.3715870227772634,122,1646812107
bc1q000176,0,638.7718654361878,8,158.80709236639314,92,1659416765
bc1q000177,0,0.10005425514577254,3,10.619026473753348,323,1619671316
bc1q000178,1,27.388113097970635,20,41.86215728995695,222,1637805451
bc1q000179,0,1.733298112870527,7,1.3458909935846068,130,1686386432
bc1q00017a,0,712.9482232772633,10,0.1680286004294977,248,1630200010
bc1q00017b,1,0.17697484493747093,17,210.69357951371708,121,1648814006
bc1q00017c,0,0.08052677617743426,5,7.294687734486865,201,1662380056
bc1q00017d,0,0.1656003478761051,11,19.741120362103892,161,1683754670
bc1q00017e,1,0.0034185459047498972,16,27.472666397524236,250,1618266312
bc1q00017f,0,0.20653919773753301,5,3.778087366841959,218,1634794790
bc1q000180,0,0.10255069834763994,5,11.616878634346332,63,1678626794
bc1q000181,1,3.1403320413695246,29,179.092993018682,217,1680759578
bc1q000182,0,2.7878422996600105,9,6.924857970869467,341,1628848220
bc1q000183,0,278.24792078241876,7,48.6281525047275,64,1619681329
bc1q000184,0,17.30977748778543,7,0.1377253271746807,212,1659647706
bc1q000185,0,0.17715841140276062,4,69.93185449285063,120,1633469878
