,Open,High,Low,Close,Volume
2020-04-26 00:00:00+00:00,178.0368607550924,180.1387125691216,173.30078540732302,175.9968218984724,7909484.177099684
2020-04-27 00:00:00+00:00,175.9968218984724,180.33840326072982,174.6302993528585,179.45002537079046,5153320.850214021
2020-04-28 00:00:00+00:00,179.45002537079046,182.1181514893496,176.80222555296777,181.905496319432,13583007.08278549
2020-04-29 00:00:00+00:00,181.905496319432,184.8826471127334,179.2881704866344,184.70001023752366,5179510.064393168
2020-04-30 00:00:00+00:00,184.70001023752366,189.6211865415145,181.50212352766167,187.65622110543595,8200796.605023384
2020-05-01 00:00:00+00:00,187.65622110543595,202.5041316487588,186.8154137854397,202.42497898759893,8727104.269449227
2020-05-02 00:00:00+00:00,202.42497898759893,205.51768004959436,197.17455234490677,199.72567863219373,12261712.04210762
2020-05-03 00:00:00+00:00,199.72567863219373,200.28434094401436,193.65884997257064,196.33380997123422,6702665.212810614
2020-05-04 00:00:00+00:00,196.33380997123422,198.47742060383993,187.75494646210961,190.9734240352969,6530129.548484816
2020-05-05 00:00:00+00:00,190.9734240352969,196.85473605848352,187.8559273545417,195.29154742249494,9290583.938081324
2020-05-06 00:00:00+00:00,195.29154742249494,204.9461601873368,193.27546186813743,203.32538696274946,13976329.615727643
2020-05-07 00:00:00+00:00,203.32538696274946,203.58815423430661,200.56531423088964,202.6781851301078,24874469.155378375
2020-05-08 00:00:00+00:00,202.6781851301078,205.606791775386,196.36951491324763,196.9626170400257,4509214.194745127
2020-05-09 00:00:00+00:00,196.9626170400257,200.12878022194548,188.15234175849528,191.513271092514,10240939.36266946
2020-05-10 00:00:00+00:00,191.513271092514,196.11988587949438,190.63416498008917,196.08100301406407,5449635.252181665
2020-05-11 00:00:00+00:00,196.08100301406407,202.05733000297676,193.5230769306422,201.4098225669132,14054666.85997355
2020-05-12 00:00:00+00:00,201.4098225669132,208.78217483345082,198.52476581399867,205.4396157081544,5824914.934038386
2020-05-13 00:00:00+00:00,205.4396157081544,207.47159532781356,199.27498925345563,200.87027670239578,6559390.872570744
2020-05-14 00:00:00+00:00,200.87027670239578,203.21855560933218,200.10667096475495,202.67119898738792,6816305.131407981
2020-05-15 00:00:00+00:00,202.67119898738792,204.40688506321797,201.98185609003136,203.66346694367175,8586574.850306744
2020-05-16 00:00:00+00:00,203.66346694367175,207.83256981506312,200.5236019342656,205.39255709276472,10277205.254079977
2020-05-17 00:00:00+00:00,205.39255709276472,214.68791072954883,203.50425663719483,211.92301414739356,11046957.704094253
2020-05-18 00:00:00+00:00,211.92301414739356,216.06532691620225,211.57917633083898,213.7589358551505,8863077.44963919
2020-05-19 00:00:00+00:00,213.7589358551505,222.83287342893956,211.00008810441662,219.07428798088904,4884361.066410981
2020-05-20 00:00:00+00:00,219.07428798088904,221.72325120372457,218.0877791660886,219.7688152923201,12329480.82544402
2020-05-21 00:00:00+00:00,219.7688152923201,223.38252789174967,216.3019390425034,222.18165948051583,8676845.521065183
2020-05-22 00:00:00+00:00,222.18165948051583,229.2799916658418,220.94359836384305,227.3272072226898,14988303.009627076
2020-05-23 00:00:00+00:00,227.3272072226898,228.79892203597439,215.41762357140414,216.19698667110913,6462440.231426411
2020-05-24 00:00:00+00:00,216.19698667110913,217.07031138674185,213.63583398465292,213.9626516614327,4320909.077515274
2020-05-25 00:00:00+00:00,213.9626516614327,214.13967119817295,208.69799770069372,210.6374548008026,8751085.421331352
2020-05-26 00:00:00+00:00,210.6374548008026,211.9728593782874,204.47205973509682,206.1445676278766,15921464.251184257
2020-05-27 00:00:00+00:00,206.1445676278766,208.7843247308976,201.56901578420545,204.332328259825,9553555.639894642
2020-05-28 00:00:00+00:00,204.332328259825,215.55206897824527,202.62352834940458,215.4805551942433,8122500.3561458215
2020-05-29 00:00:00+00:00,215.4805551942433,217.18397493163326,207.92109745229584,209.21586907361402,6006446.349644558
2020-05-30 00:00:00+00:00,209.21586907361402,219.1117387986827,208.23050658332647,216.60086491803372,19599113.821824275
2020-05-31 00:00:00+00:00,216.60086491803372,218.9807179619739,203.35163427336332,204.37486594208104,5591056.5381164
2020-06-01 00:00:00+00:00,204.37486594208104,207.23195950152092,198.77879206810226,202.15503634174735,6411299.792407881
2020-06-02 00:00:00+00:00,202.15503634174735,206.44111639309315,201.55434986726982,203.47258267570538,11484574.995475369
2020-06-03 00:00:00+00:00,203.47258267570538,210.519522097115,199.8533801093154,207.85673088196754,3854649.691140135
2020-06-04 00:00:00+00:00,207.85673088196754,213.66099587975847,206.6335875160441,213.26637662048742,15769145.92753542
2020-06-05 00:00:00+00:00,213.26637662048742,221.32300341341752,212.92706464623723,219.44664593595846,11767910.094405051
2020-06-06 00:00:00+00:00,219.44664593595846,221.83012337911023,215.9867964953472,216.95799308180793,13318358.534206424
2020-06-07 00:00:00+00:00,216.95799308180793,217.9169883508926,213.42157389270577,213.64621409143194,11423151.134843362
2020-06-08 00:00:00+00:00,213.64621409143194,220.5040886123936,210.60805044580675,220.335326576916,8264620.875850099
2020-06-09 00:00:00+00:00,220.335326576916,221.2220938115699,217.0192742767813,219.04012807775462,5507289.19219822
2020-06-10 00:00:00+00:00,219.04012807775462,220.8336503820673,208.37132289826513,209.64296663921027,8343272.232898482
2020-06-11 00:00:00+00:00,209.64296663921027,211.20496308044366,199.2484232470962,201.6514823621787,5729527.701412659
2020-06-12 00:00:00+00:00,201.6514823621787,202.29273521822202,193.20339292806935,195.421749784814,11059163.182022667
2020-06-13 00:00:00+00:00,195.421749784814,201.9643346075164,192.11566371630025,199.01111321923216,12775641.700439071
2020-06-14 00:00:00+00:00,199.01111321923216,203.50094226438742,195.56768575965995,200.16570915139323,17271423.692414515
2020-06-15 00:00:00+00:00,200.16570915139323,205.9699479780496,197.71321723944277,205.22615304112085,10504301.923794469
2020-06-16 00:00:00+00:00,205.22615304112085,208.66006116291626,199.36326299692104,202.34187433332926,13471122.934039326
2020-06-17 00:00:00+00:00,202.34187433332926,203.6960738368425,199.45574029205852,203.63060715354112,7773918.201252818
2020-06-18 00:00:00+00:00,203.63060715354112,211.77311957879644,201.82980729365462,208.3049823311804,7165406.042395717
2020-06-19 00:00:00+00:00,208.3049823311804,211.8742295075506,203.61171217104066,206.22671834821872,10997212.074510526
2020-06-20 00:00:00+00:00,206.22671834821872,209.76339004561575,205.93621457817486,209.71789520140652,7467622.305247324
2020-06-21 00:00:00+00:00,209.71789520140652,212.59823361793192,202.28094419450264,205.0791215558618,10030425.732729362
2020-06-22 00:00:00+00:00,205.0791215558618,208.66054710808712,199.14323949811848,202.6517480219478,5512140.134037655
2020-06-23 00:00:00+00:00,202.6517480219478,205.9562360491947,199.8160985035778,200.12219451691078,5976033.089746673
2020-06-24 00:00:00+00:00,200.12219451691078,203.61888617548288,189.18195542308547,192.0726651918856,11827456.226158034
2020-06-25 00:00:00+00:00,192.0726651918856,197.46767179902315,188.84706590667778,195.53077849613507,13243408.751816109
2020-06-26 00:00:00+00:00,195.53077849613507,195.80585325190384,191.71483031450447,192.49856899146042,5702725.2008723
2020-06-27 00:00:00+00:00,192.49856899146042,195.68503690028015,190.68011174456177,192.73689375432357,12016321.873800846
2020-06-28 00:00:00+00:00,192.73689375432357,198.3316168770186,189.51790853436114,196.16421637876408,6991942.321947687
2020-06-29 00:00:00+00:00,196.16421637876408,201.620098779263,192.7737007077364,199.41353587898323,8952356.29952135
2020-06-30 00:00:00+00:00,199.41353587898323,205.80965117523508,198.9545092670573,204.275427305162,16812361.663611297
2020-07-01 00:00:00+00:00,204.275427305162,206.37806605904981,202.45554544769524,203.7354268955694,12779709.237817047
2020-07-02 00:00:00+00:00,203.7354268955694,204.29864044895288,198.37527261721766,200.89990203749136,12713085.745377127
2020-07-03 00:00:00+00:00,200.89990203749136,203.57505710310477,199.70087467205025,200.50048121544677,20977388.160419863
2020-07-04 00:00:00+00:00,200.50048121544677,200.77121932746923,188.04793736772706,189.1537055894379,6473673.608953569
2020-07-05 00:00:00+00:00,189.1537055894379,191.63843884381413,179.8803087120445,179.95575319647048,5702163.722728074
2020-07-06 00:00:00+00:00,179.95575319647048,182.70576712330862,171.47702681413455,171.95219784228064,6420746.706954142
2020-07-07 00:00:00+00:00,171.95219784228064,173.41455433761993,164.5047382489515,166.1868702661933,7924537.575789047
2020-07-08 00:00:00+00:00,166.1868702661933,170.21120902043222,164.2332403720147,168.6633940616049,3080037.1715704896
2020-07-09 00:00:00+00:00,168.6633940616049,169.61125820262413,161.62260937865895,163.53273930619034,8094191.741591424
2020-07-10 00:00:00+00:00,163.53273930619034,166.38642722732013,159.24883190862397,161.51168957381546,6954803.78349233
2020-07-11 00:00:00+00:00,161.51168957381546,171.39321855999052,160.30437912374748,169.1609302342981,12643981.577849105
2020-07-12 00:00:00+00:00,169.1609302342981,170.28446227889577,166.37533376134854,167.19842366089392,10413240.928810587
2020-07-13 00:00:00+00:00,167.19842366089392,172.2481053845212,167.15153242813435,171.70782106738326,6781348.388505555
2020-07-14 00:00:00+00:00,171.70782106738326,172.3864846672852,165.70207186004228,166.3206744766909,11588020.19259346
2020-07-15 00:00:00+00:00,166.3206744766909,167.70955209224155,164.3319611307886,165.26122177802392,12304411.036665868
2020-07-16 00:00:00+00:00,165.26122177802392,168.0650818760394,159.47126243963382,159.98444830074772,6288004.9140908085
2020-07-17 00:00:00+00:00,159.98444830074772,162.09858426652198,158.16642294920953,158.22379497431254,7118012.385513261
2020-07-18 00:00:00+00:00,158.22379497431254,163.70862010005789,157.77537972756505,163.07679740001612,3264400.0954141156
2020-07-19 00:00:00+00:00,163.07679740001612,165.59993798255078,151.79072689761256,153.63275162852872,5439528.876698883
2020-07-20 00:00:00+00:00,153.63275162852872,157.17414501076607,151.8917027100069,156.11139957734343,6362224.878522867
2020-07-21 00:00:00+00:00,156.11139957734343,159.9570377867271,153.4821236921985,157.54176509793692,9187687.031560786
2020-07-22 00:00:00+00:00,157.54176509793692,158.2271651611463,152.20436366227415,154.4229628861829,5807018.291694948
2020-07-23 00:00:00+00:00,154.4229628861829,156.14260017107424,145.41782292111378,146.9192806863624,7052880.026934283
2020-07-24 00:00:00+00:00,146.9192806863624,149.8673159084319,146.55550645306658,147.40853146404748,5119673.335334678
2020-07-25 00:00:00+00:00,147.40853146404748,148.09281545296082,143.34730957704753,144.81768593638355,9597385.295991283
2020-07-26 00:00:00+00:00,144.81768593638355,147.94118792469632,144.6571249610229,146.11869638279944,10762426.16783598
2020-07-27 00:00:00+00:00,146.11869638279944,148.94835923788304,144.98541027178666,146.34752557764153,10649935.638721583
2020-07-28 00:00:00+00:00,146.34752557764153,155.3302457768102,145.31948465337013,154.9103196581082,8935677.323525693
2020-07-29 00:00:00+00:00,154.9103196581082,155.15681934610532,152.55702613228874,153.74093101261596,4441564.119655609
2020-07-30 00:00:00+00:00,153.74093101261596,155.60665615088848,147.70202698726462,148.4497485573241,6722837.371232547
2020-07-31 00:00:00+00:00,148.4497485573241,150.41795401069228,146.61714412227525,149.50370193704006,7397938.937767718
2020-08-01 00:00:00+00:00,149.50370193704006,150.97324227007954,147.24066433931657,150.7798820599739,7411305.10419748
2020-08-02 00:00:00+00:00,150.7798820599739,159.60654835282887,148.69409783288103,158.25261790281692,9191057.40491514
2020-08-03 00:00:00+00:00,158.25261790281692,165.28944515976428,156.46443647686496,163.07683943801146,16877528.449899074
2020-08-04 00:00:00+00:00,163.07683943801146,166.10681789962788,161.49659120675534,165.25867678855087,12806242.376937523
2020-08-05 00:00:00+00:00,165.25867678855087,175.1320597766792,165.16621204032157,174.08219723763256,5697949.88647047
2020-08-06 00:00:00+00:00,174.08219723763256,176.73217901524168,164.94674402676569,167.1214642178625,12058511.220020114
2020-08-07 00:00:00+00:00,167.1214642178625,168.68593744842553,161.94737715620988,163.55176979316246,11853527.557809323
2020-08-08 00:00:00+00:00,163.55176979316246,166.03271528243482,157.68733258956416,158.45955972795687,6182724.792331012
2020-08-09 00:00:00+00:00,158.45955972795687,159.73278401101788,155.5142607862979,156.43742253029347,13019901.965514163
2020-08-10 00:00:00+00:00,156.43742253029347,159.12088013447084,146.6850418625512,149.19766817826604,8267399.054330045
2020-08-11 00:00:00+00:00,149.19766817826604,154.4620698013865,147.52090713900537,152.6736049912088,4711519.047994837
2020-08-12 00:00:00+00:00,152.6736049912088,152.99210954769705,150.31321559779838,151.61198814502296,10906191.637755811
2020-08-13 00:00:00+00:00,151.61198814502296,154.02742088251208,142.5092355550533,144.12000596196975,9797451.125984982
2020-08-14 00:00:00+00:00,144.12000596196975,145.3892382019211,138.1618504804314,139.1985121695034,8020770.654954299
2020-08-15 00:00:00+00:00,139.1985121695034,141.2060683367152,138.0204360576934,140.84697876385934,8737600.012035944
2020-08-16 00:00:00+00:00,140.84697876385934,145.5548696246097,140.1109734929991,145.15591984169663,6429527.015578469
2020-08-17 00:00:00+00:00,145.15591984169663,157.71564779159124,144.00666825372647,155.7876800903761,11693675.835013218
2020-08-18 00:00:00+00:00,155.7876800903761,172.79943440353495,153.86515726954542,172.65221297735457,8714049.921006044
2020-08-19 00:00:00+00:00,172.65221297735457,176.21925714823672,172.52808386573298,175.31486251137204,9577258.881999932
2020-08-20 00:00:00+00:00,175.31486251137204,175.7559856710444,167.0571319665629,169.4825102999881,10435394.1113001
2020-08-21 00:00:00+00:00,169.4825102999881,170.82809868013575,156.61984021310494,157.42168832059124,5285281.678037697
2020-08-22 00:00:00+00:00,157.42168832059124,160.21693018096136,155.48759344947706,159.03081981995774,5942096.885981582
2020-08-23 00:00:00+00:00,159.03081981995774,160.52471969051686,152.90374145623883,154.6933979884579,3287128.657427955
2020-08-24 00:00:00+00:00,154.6933979884579,155.47204007955588,150.79038999062658,152.58282697929795,11457258.489390396
2020-08-25 00:00:00+00:00,152.58282697929795,152.6708344054679,147.83215111615948,149.4682787993754,5149990.815879479
2020-08-26 00:00:00+00:00,149.4682787993754,151.12124100889255,146.28282665332196,148.85259297270972,9432355.105013404
2020-08-27 00:00:00+00:00,148.85259297270972,155.6749554651848,147.49056273139422,154.63473931800993,10500618.322203115
2020-08-28 00:00:00+00:00,154.63473931800993,157.43589370477216,152.5963837585543,155.6114998161122,11652820.10174809
2020-08-29 00:00:00+00:00,155.6114998161122,155.91587676164409,152.90715364301553,154.8737541968467,5169013.359791902
2020-08-30 00:00:00+00:00,154.8737541968467,154.912161710118,148.8442607290365,149.47997160239487,8629328.687857617
2020-08-31 00:00:00+00:00,149.47997160239487,150.14804191060765,140.36356643938913,141.08302002026247,18842512.71218592
2020-09-01 00:00:00+00:00,141.08302002026247,142.24241937224548,137.75354075021016,138.81300432122745,19219608.77101276
2020-09-02 00:00:00+00:00,138.81300432122745,139.79764598498366,137.9697210125188,138.6628358986205,13856921.212526774
2020-09-03 00:00:00+00:00,138.6628358986205,149.78530876276588,137.74747041203074,147.6320297655004,10343531.56223755
2020-09-04 00:00:00+00:00,147.6320297655004,149.4348564866375,146.59310020363355,148.42540379826642,5653029.335540361
2020-09-05 00:00:00+00:00,148.42540379826642,155.21030927955726,146.81208465492517,153.74238601290705,12278738.303940665
2020-09-06 00:00:00+00:00,153.74238601290705,155.38485907262972,150.60148308820663,151.19993557351302,8276166.591071183
2020-09-07 00:00:00+00:00,151.19993557351302,151.2593518636989,143.07184751428275,145.17356198509194,11435552.763349827
2020-09-08 00:00:00+00:00,145.17356198509194,146.519669434947,139.3577110098437,140.46395659068287,6683955.061073305
2020-09-09 00:00:00+00:00,140.46395659068287,141.33581112560643,135.31076811979975,137.05304036928342,8220816.551153321
2020-09-10 00:00:00+00:00,137.05304036928342,148.89165340433635,136.85212545523652,147.77109891082947,9567345.158464046
2020-09-11 00:00:00+00:00,147.77109891082947,148.0378513343154,142.48269490114967,143.69829294900367,9927558.564328764
2020-09-12 00:00:00+00:00,143.69829294900367,150.18313568769307,143.62530117417305,148.09634413770235,11096887.499455148
2020-09-13 00:00:00+00:00,148.09634413770235,150.60854337410464,141.85701143750393,143.60415412501166,6847281.409681269
2020-09-14 00:00:00+00:00,143.60415412501166,148.54179976747815,142.71570661732633,148.4822823118716,4855011.345385276
2020-09-15 00:00:00+00:00,148.4822823118716,152.2471924243076,145.94523227394237,150.61680918433734,18460673.449992005
2020-09-16 00:00:00+00:00,150.61680918433734,152.6876687946658,149.03859153276164,149.9132206208193,27239110.26936938
2020-09-17 00:00:00+00:00,149.9132206208193,150.68175623251088,148.29885907292547,149.81930117442812,10868065.974532234
2020-09-18 00:00:00+00:00,149.81930117442812,151.94313966691217,145.86311273185783,146.54203853249186,4897343.912161987
2020-09-19 00:00:00+00:00,146.54203853249186,150.66260995031544,144.90633229470953,148.96700921813596,6274862.920599401
2020-09-20 00:00:00+00:00,148.96700921813596,151.45847162945603,145.49738974344407,146.73092172479625,11174030.137119861
2020-09-21 00:00:00+00:00,146.73092172479625,149.3219090481514,139.74377705015743,140.68231218436816,16248351.659500523
2020-09-22 00:00:00+00:00,140.68231218436816,140.78954447049665,134.14258241267694,134.636213741992,5148413.744695671
2020-09-23 00:00:00+00:00,134.636213741992,136.64604700806052,134.3659471349248,135.5603603898151,8402587.31954122
2020-09-24 00:00:00+00:00,135.5603603898151,144.78976960198852,135.26784493497215,143.3781003438916,9705171.337605536
2020-09-25 00:00:00+00:00,143.3781003438916,144.67976771878176,140.79977206609706,144.2986204886594,13112287.204103693
2020-09-26 00:00:00+00:00,144.2986204886594,145.17208095422933,142.7483506235099,143.81569216980608,7613088.594758758
2020-09-27 00:00:00+00:00,143.81569216980608,147.96236619696143,143.81069676888328,145.37788838925965,4396341.9974827105
2020-09-28 00:00:00+00:00,145.37788838925965,152.3436228018461,142.8842624326619,152.29912888332402,11752057.642737186
2020-09-29 00:00:00+00:00,152.29912888332402,154.84692957106333,152.24435623232762,153.59586928722996,14741219.6321827
2020-09-30 00:00:00+00:00,153.59586928722996,155.92557813160073,150.38210116762554,151.52376458749163,8561909.898503829
2020-10-01 00:00:00+00:00,151.52376458749163,158.55093088648457,149.56689630049007,157.63190178986213,10663721.67586839
2020-10-02 00:00:00+00:00,157.63190178986213,161.52635976910355,155.03684146107608,160.14330246759957,7177623.854432863
2020-10-03 00:00:00+00:00,160.14330246759957,172.09939161119135,158.08835109771087,169.12202816815122,6073236.654199725
2020-10-04 00:00:00+00:00,169.12202816815122,171.80243406173517,167.71066026451697,170.3463504139198,14102907.732437905
2020-10-05 00:00:00+00:00,170.3463504139198,170.74778583279985,160.4659385631616,163.33075289703388,10578911.872511085
2020-10-06 00:00:00+00:00,163.33075289703388,163.4828116801808,155.70819835668192,155.81847871274894,11080151.026386864
2020-10-07 00:00:00+00:00,155.81847871274894,168.03100771429447,153.0505099629959,165.2193870749716,17469233.686301246
2020-10-08 00:00:00+00:00,165.2193870749716,176.47437282453873,162.6933399468929,175.63403956638984,5527913.239422901
2020-10-09 00:00:00+00:00,175.63403956638984,177.22759360836167,171.7529706247393,174.67364325226052,6931509.574956776
2020-10-10 00:00:00+00:00,174.67364325226052,174.9588209950428,171.69357198949754,172.48456960401137,9540629.313033551
2020-10-11 00:00:00+00:00,172.48456960401137,183.0675469812526,172.04227685688912,181.6820772193799,6893290.071398852
2020-10-12 00:00:00+00:00,181.6820772193799,184.7237802692502,172.82857492038744,174.91702738434424,12640436.014076713
2020-10-13 00:00:00+00:00,174.91702738434424,176.4988779569177,168.08460233886044,169.65997492651843,8167474.910588043
2020-10-14 00:00:00+00:00,169.65997492651843,176.69801257815925,168.06228299067794,173.66232007394683,5685105.46602548
2020-10-15 00:00:00+00:00,173.66232007394683,174.4714200249952,168.56447990077487,171.41740465848991,9153045.778546808
2020-10-16 00:00:00+00:00,171.41740465848991,173.08159010244879,169.50413678394779,171.523842415096,9594038.240022812
2020-10-17 00:00:00+00:00,171.523842415096,174.17758284863007,169.72625853422267,170.6819321091515,13532529.374354089
2020-10-18 00:00:00+00:00,170.6819321091515,174.2433792570795,169.45281771836164,172.8487418577307,10605819.37856999
2020-10-19 00:00:00+00:00,172.8487418577307,182.63633100457886,172.43339928923098,181.7221282782416,10935400.928396687
2020-10-20 00:00:00+00:00,181.7221282782416,185.25447610283103,181.09306937770126,182.4450851435257,10263774.938870719
2020-10-21 00:00:00+00:00,182.4450851435257,188.06367099602082,181.97432185976092,186.75303623805516,8164449.542681544
2020-10-22 00:00:00+00:00,186.75303623805516,188.5370915861947,171.42372305622524,173.96098651570597,6437825.579940261
2020-10-23 00:00:00+00:00,173.96098651570597,177.01878352869758,171.59842619351707,173.80359800116105,10119524.739762072
2020-10-24 00:00:00+00:00,173.80359800116105,174.3870044178833,167.27192601448337,168.88412943325588,7649064.076311286
2020-10-25 00:00:00+00:00,168.88412943325588,169.800361547832,160.86941838755308,161.96081090998595,19008944.30390488
2020-10-26 00:00:00+00:00,161.96081090998595,162.0513879471812,155.29292724492373,157.1843098913608,16256152.86056197
2020-10-27 00:00:00+00:00,157.1843098913608,158.29294321175,153.20614087724977,155.4811876779811,11813784.782883346
2020-10-28 00:00:00+00:00,155.4811876779811,161.25358034702927,153.01491431209047,160.6746212031825,10536016.860527642
2020-10-29 00:00:00+00:00,160.6746212031825,162.64137960491118,151.9972610371544,153.50875306088278,8541254.287549248
2020-10-30 00:00:00+00:00,153.50875306088278,154.29836491303905,151.24328129221598,153.7964063156094,5037871.960852517
2020-10-31 00:00:00+00:00,153.7964063156094,155.66451428821682,149.9403636796898,151.33315949688094,8062405.342120958
2020-11-01 00:00:00+00:00,151.33315949688094,152.0508657388392,148.44833314223789,149.72723454556765,9300977.08057623
2020-11-02 00:00:00+00:00,149.72723454556765,156.1918864749919,147.3948176138288,155.19955279299714,9852693.361631714
2020-11-03 00:00:00+00:00,155.19955279299714,159.27075640170196,154.12018167485252,158.27685817863699,10976765.451323021
2020-11-04 00:00:00+00:00,158.27685817863699,168.13609084301567,157.1489095095073,165.9945074755046,13451465.121484376
2020-11-05 00:00:00+00:00,165.9945074755046,167.38839103211797,164.3245573989495,165.23141418905638,6507921.386549585
2020-11-06 00:00:00+00:00,165.23141418905638,166.3059768930992,159.87759951950716,161.38438599837536,6534562.638296799
2020-11-07 00:00:00+00:00,161.38438599837536,163.8611858903834,158.6813721040495,160.2530216605602,17070894.681157924
2020-11-08 00:00:00+00:00,160.2530216605602,163.41350301064978,158.3478855645031,161.74828640573898,12571485.039266542
2020-11-09 00:00:00+00:00,161.74828640573898,163.50817241669,160.49489220856813,162.88124985101425,7453192.902355384
2020-11-10 00:00:00+00:00,162.88124985101425,165.52019371356698,156.32529263906062,156.94066818163625,8467577.141794873
2020-11-11 00:00:00+00:00,156.94066818163625,158.5363222446,154.491898276939,157.56451077191295,8484730.752701372
2020-11-12 00:00:00+00:00,157.56451077191295,159.06681609027206,156.58319653919867,158.9552884826483,9013268.749026706
2020-11-13 00:00:00+00:00,158.9552884826483,175.28232456366513,156.3145672066789,173.7355906468325,10992319.850563178
2020-11-14 00:00:00+00:00,173.7355906468325,186.0941095581926,173.08714687868556,185.67987910482137,27805564.92384768
2020-11-15 00:00:00+00:00,185.67987910482137,186.47689067273592,178.54280944613328,180.36103527826063,9678238.33518008
2020-11-16 00:00:00+00:00,180.36103527826063,182.78652970664044,176.97281847599686,178.69888380443066,11973053.818664748
2020-11-17 00:00:00+00:00,178.69888380443066,179.11945746033422,167.37782589638564,169.91217839371132,4160248.9833550258
2020-11-18 00:00:00+00:00,169.91217839371132,172.38015211175124,166.15224505162806,166.5685539964348,7144082.883104547
2020-11-19 00:00:00+00:00,166.5685539964348,171.39602982686958,163.84034945226642,168.5534879829101,15447639.264554815
2020-11-20 00:00:00+00:00,168.5534879829101,177.88129104189926,166.9411546863344,175.96023152324614,10649696.223634174
2020-11-21 00:00:00+00:00,175.96023152324614,178.2101409453202,169.8531199961499,171.6641716703113,1232923.1305973819
2020-11-22 00:00:00+00:00,171.6641716703113,173.86912224779738,166.37088375607271,167.9128261097569,12034769.072745796
2020-11-23 00:00:00+00:00,167.9128261097569,170.91351952776856,155.7794426729709,155.88052313679555,21066064.31890043
2020-11-24 00:00:00+00:00,155.88052313679555,156.83882807049352,153.73166182661254,155.11961504444182,3619482.385857447
2020-11-25 00:00:00+00:00,155.11961504444182,155.57433546409402,148.86752893599186,149.57710686504456,17605544.76820355
2020-11-26 00:00:00+00:00,149.57710686504456,150.97490645864153,146.0419858308429,146.94842059437477,2552592.241862972
2020-11-27 00:00:00+00:00,146.94842059437477,148.35890450644112,140.9547471382781,142.62110774231894,13552743.068400458
2020-11-28 00:00:00+00:00,142.62110774231894,143.0778411132347,140.99062669900104,142.2651156129688,8851594.040136911
2020-11-29 00:00:00+00:00,142.2651156129688,143.83514909574762,133.6590958405741,133.88374309883835,3086390.8395979046
2020-11-30 00:00:00+00:00,133.88374309883835,133.91778239822506,127.1172187424071,127.2845652266368,10861793.674804388
2020-12-01 00:00:00+00:00,127.2845652266368,139.53410501497342,126.85920076341934,137.2424266861417,14914998.675360743
